#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:14:000000000-A7ERE:1:2106:6036:7259	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2104:11263:20749	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2104:9888:12021	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1115:21833:3466	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2106:17585:4770	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2101:9332:15145	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	11	8	2	2	4
M01896:15:000000000-A7EN9:1:1111:22719:8458	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:1103:21300:10157	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2108:6815:9574	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0
M01896:14:000000000-A7ERE:1:1102:13425:22783	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	2
M01896:14:000000000-A7ERE:1:2101:5625:3609	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:1113:4186:18260	0	0	0	2	3	0	0	0	0	0	0	0	2	0	3	0	2	1	0	0
M00595:54:000000000-A7CT0:1:1101:15010:18843	0	0	0	4	4	0	0	0	0	0	0	0	4	0	4	11	26	57	5	20
M01896:14:000000000-A7ERE:1:1106:12502:23167	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:1106:13863:23548	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0
M01896:15:000000000-A7EN9:1:1103:22342:17509	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0
M01896:15:000000000-A7EN9:1:2115:6204:11279	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2
M01896:15:000000000-A7EN9:1:1113:8769:6947	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2118:11568:10448	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1
M01896:15:000000000-A7EN9:1:2118:5720:15414	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:1103:8346:8954	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1	1
M01896:15:000000000-A7EN9:1:2114:10238:7091	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2102:22642:10605	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:1108:7571:8839	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2110:24212:20244	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1108:7826:9425	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	0
M01896:14:000000000-A7ERE:1:2102:23490:18084	0	0	0	4	5	0	0	0	0	0	0	0	4	0	5	0	6	5	0	0
M01896:14:000000000-A7ERE:1:2106:17810:12484	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1
M01896:14:000000000-A7ERE:1:2105:25734:21580	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	3	1	0	1
M01896:15:000000000-A7EN9:1:2115:13364:11095	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2105:24258:17757	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:14:000000000-A7ERE:1:2104:6253:10166	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:1115:6140:15156	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1111:3636:16112	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	9	0	0	1
M01896:15:000000000-A7EN9:1:2116:2855:15642	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
M01896:14:000000000-A7ERE:1:1114:10037:24289	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0
M01896:15:000000000-A7EN9:1:2107:20134:18781	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
M01896:15:000000000-A7EN9:1:2101:24966:22242	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2107:8129:17003	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	3	1	0	1
M01896:15:000000000-A7EN9:1:2109:12683:4250	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1113:13292:13209	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0
M01896:15:000000000-A7EN9:1:2109:16063:20478	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0
M01896:15:000000000-A7EN9:1:1103:29353:12242	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0
M01896:14:000000000-A7ERE:1:1114:7191:6112	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0
M01896:14:000000000-A7ERE:1:1118:19677:11650	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
M01896:2:000000000-A69JN:1:1118:25611:17371	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:1102:20206:14491	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:2102:8480:21559	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
M01896:2:000000000-A69JN:1:1102:11437:21169	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
M01896:2:000000000-A69JN:1:2113:4063:6409	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1
M01896:2:000000000-A69JN:1:1108:11905:14006	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0
M01896:2:000000000-A69JN:1:2116:9642:16438	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
M01896:2:000000000-A69JN:1:2109:19946:6421	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
M01896:2:000000000-A69JN:1:2101:6909:14031	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1
M01896:15:000000000-A7EN9:1:2106:20342:1884	0	0	2	5	5	0	0	0	0	0	0	2	5	0	5	4	13	9	3	3
M01896:2:000000000-A69JN:1:2104:25763:18859	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	1	6	1	0
M01896:2:000000000-A69JN:1:2108:7538:13574	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2119:22324:12385	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0
M01896:2:000000000-A69JN:1:1104:17273:18122	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1107:15653:2724	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
M01896:2:000000000-A69JN:1:2101:7825:6260	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2104:23172:15123	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2106:19211:4567	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1105:17288:24545	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1107:13340:12530	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1109:12106:1932	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:23232:9994	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:9609:11625	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	1	7	0	0
M01896:2:000000000-A69JN:1:1114:22284:19310	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2112:13811:24398	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2104:21474:12712	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0
M01896:2:000000000-A69JN:1:2112:23653:19183	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2102:25157:10835	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:4736:11538	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2104:13113:14081	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2110:16551:23195	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2102:11739:20826	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	2	1	1
M01896:2:000000000-A69JN:1:2114:17383:12676	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2103:25151:18431	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1
M01896:2:000000000-A69JN:1:2108:9434:7306	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	2	6	0	3
M01896:2:000000000-A69JN:1:1104:11003:5619	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0
M01896:2:000000000-A69JN:1:2109:7744:19339	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:6858:3435	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
M01896:2:000000000-A69JN:1:2110:17828:17877	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2107:25722:5178	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2114:8109:7299	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	4	0	0
M01896:2:000000000-A69JN:1:1107:10277:20539	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	1	0	4	2	0
M01896:2:000000000-A69JN:1:2112:27999:13449	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2104:19771:14859	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2111:22810:6151	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:2106:2448:9916	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
M01896:2:000000000-A69JN:1:2105:16065:18307	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2106:28522:18674	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0
M01896:2:000000000-A69JN:1:1109:25484:16928	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1114:4821:14515	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2109:7086:2745	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1
M01896:2:000000000-A69JN:1:2117:11253:11208	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0
M01896:2:000000000-A69JN:1:1107:4031:15107	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2111:12746:20894	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1
M01896:2:000000000-A69JN:1:1116:6572:13406	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2104:10405:2047	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2118:16841:5470	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1114:5400:7346	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2104:23367:15568	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:23837:11094	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
M01896:2:000000000-A69JN:1:2104:12039:5012	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2105:26665:12916	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1117:20977:6098	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2119:20681:18304	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2112:5369:14080	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	3	2	0	4
M01896:2:000000000-A69JN:1:2102:11980:21143	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1107:6169:7934	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0
M01896:2:000000000-A69JN:1:2104:19046:17961	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1109:18501:14923	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0
M01896:2:000000000-A69JN:1:1113:6288:14020	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:1112:23047:4941	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1105:26230:6329	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0
M01896:2:000000000-A69JN:1:2117:9964:12059	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	0	1
M01896:2:000000000-A69JN:1:1106:21396:6402	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	3	0	0
M01896:2:000000000-A69JN:1:2113:9568:5856	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2105:15850:10486	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:19128:23411	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:1117:4699:14861	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0
M01896:2:000000000-A69JN:1:1108:7710:20687	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:6000:6887	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1106:20778:23971	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	3	1	0
M01896:2:000000000-A69JN:1:2116:24325:10918	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2112:25300:6317	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2102:19914:8427	0	0	0	0	4	0	0	0	0	0	0	0	0	0	38	0	1	18	0	0
M01896:2:000000000-A69JN:1:2104:23424:5814	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	2	0	1
M01896:2:000000000-A69JN:1:1113:17730:8172	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2119:28247:10040	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:9155:5855	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2107:19094:12611	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:23792:16695	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2118:17408:16994	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:15108:13899	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:20050:9131	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1113:24878:3530	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	5	2	0	0
M01896:2:000000000-A69JN:1:2106:12172:8149	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1115:17219:14557	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0
M01896:14:000000000-A7ERE:1:2103:13116:22552	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
M01896:2:000000000-A69JN:1:2107:3995:13497	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2109:19721:22836	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:15:000000000-A7EN9:1:2104:17475:2789	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	2	5	1	1
M01896:2:000000000-A69JN:1:2102:21967:11982	0	0	0	0	4	0	1	0	0	0	0	0	0	0	4	0	1	13	0	3
M01896:2:000000000-A69JN:1:2108:5463:19930	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0
M01896:2:000000000-A69JN:1:2106:11464:3158	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1104:24771:6759	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0
M01896:2:000000000-A69JN:1:1115:8073:19565	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	5	0	0
M01896:2:000000000-A69JN:1:1111:3564:9175	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1107:11731:24901	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2107:19763:6366	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2105:25239:7436	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0
M01896:2:000000000-A69JN:1:2113:25320:18134	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
M01896:2:000000000-A69JN:1:2106:27053:15544	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1111:8535:19060	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:14788:20834	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:1107:21210:21415	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M00595:42:000000000-A5J1T:1:1102:23057:10326	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	4	2	0
M01896:2:000000000-A69JN:1:2114:8721:16341	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2109:27709:16815	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2110:19028:21348	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1113:13678:7436	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	1	5	1	0
M01896:2:000000000-A69JN:1:1117:10554:7670	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2114:9116:15499	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2119:18090:20179	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	4	5	0	2
M01896:2:000000000-A69JN:1:2114:20783:21769	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0
M01896:2:000000000-A69JN:1:2117:21230:7592	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:1102:12250:7221	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	5	1	0
M01896:2:000000000-A69JN:1:2103:9931:20164	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
M01896:2:000000000-A69JN:1:1111:17000:24736	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0
M01896:2:000000000-A69JN:1:2105:18244:4680	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2105:24439:14871	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:6323:14245	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	1	2	1	0
M01896:2:000000000-A69JN:1:1103:15887:24654	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
M01896:2:000000000-A69JN:1:2117:20539:14796	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:1104:10198:15868	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1
M01896:15:000000000-A7EN9:1:1102:4477:12790	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1115:11672:10665	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	1	0	0	0
M01896:15:000000000-A7EN9:1:1111:23307:7949	0	0	0	0	0	0	0	0	0	0	37	0	32	0	0	1	1	0	0	0
M01896:14:000000000-A7ERE:1:1116:11632:10716	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	5	3	0	0	3
M01896:14:000000000-A7ERE:1:2113:26298:11287	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	6	10	4	2	5
M01896:14:000000000-A7ERE:1:2105:7207:3884	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1110:12012:6968	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	1	0	0	4
M01896:15:000000000-A7EN9:1:2109:26040:12912	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2115:3354:9520	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1
M01896:15:000000000-A7EN9:1:2118:4069:11315	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0
M01896:14:000000000-A7ERE:1:2109:23395:8751	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	1
M01896:14:000000000-A7ERE:1:1117:11168:21643	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2104:11494:11652	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1102:18573:8434	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0
M01896:15:000000000-A7EN9:1:1108:7155:5739	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2103:22099:5714	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2101:12814:2676	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1113:20422:9323	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:2111:4873:19727	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2118:21116:15970	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1109:7303:6660	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
M01896:14:000000000-A7ERE:1:2113:20417:13164	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2102:7099:5009	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1109:10221:10570	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	3	2	1	3
M01896:15:000000000-A7EN9:1:2103:16055:4504	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1118:7412:11970	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0	1	0
