#OTU ID	S13D7.MID110-110.P3.jan14_ncdenovo	P3D7.MID46-47.P1.apr13_ncdenovo	S13D7.MID95-95.P1.dec13_ncdenovo	S13D7.MID109-109.P1.jan14_ncdenovo	S13D7.MID101-101.P1.nov13_ncdenovo	S13D7.MID95-95.P1.dec13_otuclust	S13D7.MID101-101.P1.nov13_otuclust	P3D7.MID46-47.P1.apr13_otuclust	S13D7.MID109-109.P1.jan14_otuclust	S13D7.MID110-110.P3.jan14_otuclust	S13D7.MID110-110.P3.jan14_ncref	S13D7.MID95-95.P1.dec13_ncref	S13D7.MID109-109.P1.jan14_ncref	P3D7.MID46-47.P1.apr13_ncref	S13D7.MID101-101.P1.nov13_ncref	S13D7.MID110-110.P3.jan14	S13D7.MID109-109.P1.jan14	S13D7.MID101-101.P1.nov13	P3D7.MID46-47.P1.apr13	S13D7.MID95-95.P1.dec13
M01896:14:000000000-A7ERE:1:2118:22035:17699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	0
M01896:14:000000000-A7ERE:1:2118:19587:21306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	1	3
M01896:15:000000000-A7EN9:1:2107:8099:18667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	4
M00595:42:000000000-A5J1T:1:1115:7566:7709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0
M00595:54:000000000-A7CT0:1:2111:24039:4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	0	3
M01896:15:000000000-A7EN9:1:1115:22460:3541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:15:000000000-A7EN9:1:2110:5549:17502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
M00595:42:000000000-A5J1T:1:2107:13704:6318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1
M01896:15:000000000-A7EN9:1:1103:19556:3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	3
M01896:14:000000000-A7ERE:1:1106:11498:13928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	0	4
M01896:14:000000000-A7ERE:1:1108:5049:4479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	2
M01896:15:000000000-A7EN9:1:1105:3059:11770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01896:2:000000000-A69JN:1:2108:18311:10164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	1
M00595:42:000000000-A5J1T:1:2112:10373:10873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0
M01896:15:000000000-A7EN9:1:1108:16061:18378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
M01896:15:000000000-A7EN9:1:1111:4590:14838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	1	1
M00595:54:000000000-A7CT0:1:2109:16793:13601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4
M01896:14:000000000-A7ERE:1:1106:14531:5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	2
M01896:15:000000000-A7EN9:1:1102:7255:20666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	43	0	0
M01896:14:000000000-A7ERE:1:1109:24677:9479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
M01896:15:000000000-A7EN9:1:1118:23678:8002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:15:000000000-A7EN9:1:1116:24433:3765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0
M01896:14:000000000-A7ERE:1:1103:3669:19463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	3	2	3
M01896:15:000000000-A7EN9:1:2102:19943:3422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01896:14:000000000-A7ERE:1:2101:10270:21320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0
M01896:15:000000000-A7EN9:1:2107:17739:17306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	0	1
M01896:2:000000000-A69JN:1:1115:10159:23405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	3
M01896:14:000000000-A7ERE:1:2112:7532:7322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	1
M01896:15:000000000-A7EN9:1:2110:17485:10959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2116:13048:23513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	0
M01896:15:000000000-A7EN9:1:2103:26089:8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0
M01896:15:000000000-A7EN9:1:2115:28234:18164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0
M01896:2:000000000-A69JN:1:2116:5011:15780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	4	3
M01896:15:000000000-A7EN9:1:2118:19777:6137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2110:26168:17194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1
M01896:15:000000000-A7EN9:1:1104:19429:23997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	0	0
M01896:14:000000000-A7ERE:1:1109:10827:16120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:15:000000000-A7EN9:1:2119:21761:16430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
M01896:14:000000000-A7ERE:1:1103:6947:4131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0
M00595:42:000000000-A5J1T:1:2106:11160:19289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	2
M01896:14:000000000-A7ERE:1:1116:11025:20869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	1	0
M01896:14:000000000-A7ERE:1:1105:21063:14335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0
M01896:15:000000000-A7EN9:1:1104:15620:4169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	2
M01896:15:000000000-A7EN9:1:1113:9892:15217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	2
M01896:15:000000000-A7EN9:1:1112:13354:19326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	1	0
M01896:15:000000000-A7EN9:1:1108:2574:15305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0
M00595:42:000000000-A5J1T:1:1116:20774:21839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0
M01896:14:000000000-A7ERE:1:1106:16659:13607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
M01896:14:000000000-A7ERE:1:1113:15102:17663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
M00595:54:000000000-A7CT0:1:1113:26021:10996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3
M01896:14:000000000-A7ERE:1:1118:5592:9510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
M01896:14:000000000-A7ERE:1:1118:14561:12911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1102:22826:13807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0
M01896:14:000000000-A7ERE:1:1104:5864:13224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1
M01896:14:000000000-A7ERE:1:2105:21711:16106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2104:9161:16984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0
M01896:14:000000000-A7ERE:1:1111:3386:12705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
M01896:14:000000000-A7ERE:1:2110:9460:15815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
M01896:14:000000000-A7ERE:1:2114:18798:5693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1102:5690:10530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1
M01896:2:000000000-A69JN:1:2119:16590:12584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M01896:14:000000000-A7ERE:1:2119:12856:23893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00595:42:000000000-A5J1T:1:2114:23364:13413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0
M01896:14:000000000-A7ERE:1:2103:24772:12429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
M00595:54:000000000-A7CT0:1:2102:24397:17578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3
M01896:14:000000000-A7ERE:1:2103:6251:16439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	1
M01896:15:000000000-A7EN9:1:1111:6827:14567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
M00595:42:000000000-A5J1T:1:1113:7691:21803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0
M01896:2:000000000-A69JN:1:2114:18122:19183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
M00595:54:000000000-A7CT0:1:1115:14978:15191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	1
M01896:15:000000000-A7EN9:1:2104:17218:13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
M01896:2:000000000-A69JN:1:2117:4949:15931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M01896:15:000000000-A7EN9:1:2110:19543:16369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2118:16660:18639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
M01896:2:000000000-A69JN:1:1103:15668:14101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M00595:54:000000000-A7CT0:1:2112:17091:13670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M01896:14:000000000-A7ERE:1:2109:24370:8704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
M01896:15:000000000-A7EN9:1:2101:13049:16208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M01896:14:000000000-A7ERE:1:1112:26607:8556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
M01896:14:000000000-A7ERE:1:1109:5804:18915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	68	0	0
M00595:54:000000000-A7CT0:1:1106:11266:10523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5
M01896:14:000000000-A7ERE:1:2101:20897:14127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2114:9506:21064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
M00595:54:000000000-A7CT0:1:2103:16211:14922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
M01896:15:000000000-A7EN9:1:2105:18015:7150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:2109:21652:7736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2
M00595:54:000000000-A7CT0:1:2104:6081:9606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
M01896:15:000000000-A7EN9:1:1108:14004:20162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1109:17632:22556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:1119:10908:10560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M01896:2:000000000-A69JN:1:2103:7723:12546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2
M01896:15:000000000-A7EN9:1:2110:22600:12505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:2:000000000-A69JN:1:2107:20215:14681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
M01896:15:000000000-A7EN9:1:2118:21490:7669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
M01896:14:000000000-A7ERE:1:1102:11697:20243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
M01896:14:000000000-A7ERE:1:2111:17653:7472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1102:22070:11778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1102:11569:15816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:15:000000000-A7EN9:1:1116:8857:3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2
M01896:15:000000000-A7EN9:1:2103:25700:10105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2117:6075:13438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:2118:18816:5802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M01896:2:000000000-A69JN:1:1104:25398:15707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M00595:54:000000000-A7CT0:1:2103:15485:10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3
M01896:2:000000000-A69JN:1:1117:23056:23797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:13255:11546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:22367:19612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
M01896:2:000000000-A69JN:1:2117:27121:13583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
M01896:2:000000000-A69JN:1:1102:10661:20351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1107:6989:18823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1108:7344:20383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:1110:12468:13060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1108:18707:16339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M01896:2:000000000-A69JN:1:1113:14587:16553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1118:7873:23539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2108:4145:9771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2104:2700:18144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2112:18907:22400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2116:26050:7885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1105:11906:16084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1106:17433:23460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1110:12727:17931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1112:17380:12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2110:22130:11855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:1111:13842:17722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M00595:54:000000000-A7CT0:1:1113:11543:23438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M00595:54:000000000-A7CT0:1:2112:15659:17455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
M00595:54:000000000-A7CT0:1:2113:7662:12709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
